sample_id,target_object,region,comparison,high_text,comparison_text,high_answer_class,comparison_answer_class,high_hallucinated,comparison_hallucinated,paired_advantage
sample_000585,cat,context,random,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000586,bicycle,context,random,"No, there is no bicycle in the image. The image features a train car with a window, a door, and a bench.","No, there is no bicycle in the image. The image features a train car with a door and a window.",no,no,0,0,0
sample_000587,cat,context,random,"Yes, there is a cat in the image, and it is walking past a bicycle.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000588,chair,context,random,"Yes, there is a chair in the image, located in front of the couch.","Yes, there is a chair in the image, located in front of the couch.",yes,yes,1,1,0
sample_000590,dog,context,random,"Yes, there is a dog in the image. It is sitting on top of a car.","Yes, there is a dog in the image. It is sitting on top of a car.",yes,yes,1,1,0
sample_000591,dog,context,random,"No, there is no dog in the image. The image features a cat sitting on a wooden floor.","No, there is no dog in the image. The image features a cat sitting on a wooden floor.",no,no,0,0,0
sample_000592,car,context,random,"Yes, there is a car in the image, which is parked next to a building.","Yes, there is a car in the image, parked next to a building.",yes,yes,1,1,0
sample_000594,chair,context,random,"No, there is no chair in the image. The focus is on the man holding a baby and the woman holding a cake.","No, there is no chair in the image. The focus is on the man holding a baby and the woman holding a cake.",no,no,0,0,0
sample_000595,car,context,random,"No, there is no car in the image. The image features a baseball player swinging a bat on a baseball field.","No, there is no car in the image. The image features a baseball player swinging a bat on a baseball field.",no,no,0,0,0
sample_000596,chair,context,random,"Yes, there is a chair in the image, and the person is sitting on it.","Yes, there is a chair in the image, and the person is sitting on it.",yes,yes,1,1,0
sample_000598,bicycle,context,random,"Yes, there is a bicycle in the image, and it is parked in a room with a group of people.","Yes, there is a bicycle in the image, and it is parked in a room with a group of people.",yes,yes,1,1,0
sample_000599,bus,context,random,"No, there is no bus in the image. The image features a street with cars and traffic lights.","No, there is no bus in the image. The image features a street with cars and traffic lights.",no,no,0,0,0
sample_000600,bus,context,random,"Yes, there is a bus in the image, and it is parked on the side of the street.","Yes, there is a bus in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000601,chair,context,random,"Yes, there is a chair in the image, located in the kitchen.","Yes, there is a chair in the image, located in the kitchen.",yes,yes,1,1,0
sample_000602,bench,context,random,"Yes, there is a bench in the image, and a group of people is sitting on it.","Yes, there is a bench in the image, and a group of people is sitting on it.",yes,yes,1,1,0
sample_000603,chair,context,random,"Yes, there is a chair in the image, and the child is standing next to it.","Yes, there is a chair in the image, and a young boy is standing next to it.",yes,yes,1,1,0
sample_000604,chair,context,random,"No, there is no chair in the image. The image shows a living room with a table and a bookshelf.","No, there is no chair in the image. The image features a table and a doorway.",no,no,0,0,0
sample_000605,car,context,random,"Yes, there is a car in the image, and the skateboarder is riding past it.","Yes, there is a car in the image, and the skateboarder is riding past it.",yes,yes,1,1,0
sample_000606,chair,context,random,"No, there is no chair in the image. The image features a young boy pushing a suitcase.","No, there is no chair in the image. The image features a young boy pushing a suitcase.",no,no,0,0,0
sample_000607,cat,context,random,"Yes, there is a cat in the image.","No, there is no cat in the image. The image features a person's shadow on a bedspread.",yes,no,1,0,-1
sample_000610,bicycle,context,random,"Yes, there is a bicycle in the image, and a man is standing next to it.","Yes, there is a bicycle in the image, and it is leaning against a wall.",yes,yes,1,1,0
sample_000611,bus,context,random,"Yes, there is a bus in the image, and it is driving down a busy street.","Yes, there is a bus in the image, and it is driving down a busy street.",yes,yes,1,1,0
sample_000612,bicycle,context,random,"Yes, there is a bicycle in the image, and a man is riding it down the road.","Yes, there is a bicycle in the image, and a man is riding it down the road.",yes,yes,1,1,0
sample_000614,car,context,random,"Yes, there is a car in the image, and it is parked on the side of the street.","Yes, there is a car in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000616,chair,context,random,"Yes, there is a chair in the image, located in front of the television.","Yes, there is a chair in the image, located in front of the television.",yes,yes,1,1,0
sample_000617,chair,context,random,"Yes, there is a chair in the image, and the man is sitting in it.","Yes, there is a chair in the image, and the man is sitting in it.",yes,yes,1,1,0
sample_000618,cat,context,random,"No, there is no cat in the image. The image features a person sitting on a chair in a room.","No, there is no cat in the image. The image features a chair, a table, and a couch in a living room.",no,no,0,0,0
sample_000619,chair,context,random,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000620,car,context,random,"Yes, there is a car in the image, and it is driving past a building with a blue police box.","Yes, there is a car in the image, and it is driving past a building with a blue police box.",yes,yes,1,1,0
sample_000621,dog,context,random,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000622,chair,context,random,"Yes, there is a chair in the image, and it is positioned in front of the desk.","Yes, there is a chair in the image, and it is positioned in front of the desk.",yes,yes,1,1,0
sample_000624,car,context,random,"Yes, there is a car in the image, and it is parked on the street.","Yes, there is a car in the image, and it is parked on the street.",yes,yes,1,1,0
sample_000625,bus,context,random,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000626,car,context,random,"Yes, there is a car in the image, which is driving down a busy city street.","Yes, there is a car in the image, which is driving down a busy city street.",yes,yes,1,1,0
sample_000627,car,context,random,"Yes, there is a car in the image, and it is parked next to the red bus.","Yes, there is a car in the image, and it is parked next to the red bus.",yes,yes,1,1,0
sample_000628,chair,context,random,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000629,dog,context,random,"No, there is no dog in the image. The image features a woman and a child in a car, and a group of people standing around a pool.","No, there is no dog in the image. The image features a woman and a child in a car, and a group of people standing near a pool.",no,no,0,0,0
sample_000632,chair,context,random,"Yes, there is a chair in the image, and it is located next to a table.","Yes, there is a chair in the image, and it is located next to a table.",yes,yes,1,1,0
sample_000634,chair,context,random,"No, there is no chair in the image. The image features a table with a television, a potted plant, and a bunch of books.","No, there is no chair in the image. The image features a table with a television, a potted plant, and a bunch of books.",no,no,0,0,0
sample_000635,chair,context,random,"Yes, there is a chair in the image, and the man is standing next to it.","Yes, there is a chair in the image, and the man is standing next to it.",yes,yes,1,1,0
sample_000636,car,context,random,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
