sample_id,target_object,prompt,condition,baseline_text,masked_text,baseline_answer_class,masked_answer_class,baseline_correct,masked_correct,accuracy_change
sample_000567,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and the child is sitting on it.","Yes, there is a chair in the image, and the child is sitting on it.",yes,yes,1,1,0
sample_000568,bus,Is there a bus in the image?,background,"Yes, there is a red double-decker bus in the image.","Yes, there is a red bus in the image.",yes,yes,1,1,0
sample_000570,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image, and it is being ridden by a man.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000571,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000572,cat,Is there a cat in the image?,background,"No, there is no cat in the image. The image features a person, specifically a baby, laying in bed with a book.","No, there is no cat in the image. The image features a person, specifically a baby, laying in bed.",no,no,0,0,0
sample_000573,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and a cat is sitting on it.","Yes, there is a chair in the image, and a cat is sitting on it.",yes,yes,1,1,0
sample_000574,car,Is there a car in the image?,background,"Yes, there is a car in the image, parked near the water.","Yes, there is a car in the image, parked near the water.",yes,yes,1,1,0
sample_000575,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000577,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located near the machine that is making donuts.","Yes, there is a chair in the image, and it is located next to a table.",yes,yes,1,1,0
sample_000578,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image, and it is leaning against a brick wall.","Yes, there is a bicycle in the image, and it is positioned in front of a brick wall.",yes,yes,1,1,0
sample_000579,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and the man is sitting on it while holding a tray of hot dogs.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000580,bottle,Is there a bottle in the image?,background,"Yes, there is a bottle in the image, which is a Coca-Cola bottle.","Yes, there is a bottle in the image, which is a Coca-Cola bottle.",yes,yes,1,1,0
sample_000581,chair,Is there a chair in the image?,background,"No, there is no chair in the image. The image features a refrigerator and a window.","No, there is no chair in the image. The image features a window with bars, a door, and a green object.",no,no,0,0,0
sample_000583,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked next to a blue truck.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000584,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image, and it is being ridden by two people.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000585,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000586,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image, which is leaning against a wall or a doorway.","Yes, there is a bicycle in the image, which is parked inside a train or subway car.",yes,yes,1,1,0
sample_000587,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image, and it is walking past a bicycle.","Yes, there is a cat in the image, and it is walking past a bicycle wheel.",yes,yes,1,1,0
sample_000588,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000590,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000591,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image, and it is sitting on the floor next to a cat.","No, there is no dog in the image. The image features a cat and a suitcase.",yes,no,1,0,-1
sample_000592,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked next to a van.","Yes, there is a car in the image, which is parked next to a building.",yes,yes,1,1,0
sample_000594,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and it is located next to a woman who is holding a cake.","Yes, there is a chair in the image, and a woman is sitting on it.",yes,yes,1,1,0
sample_000595,car,Is there a car in the image?,background,"Yes, there is a car in the image, and the boy is swinging a bat near it.",No,yes,no,1,0,-1
sample_000596,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and the person is sitting on it.","Yes, there is a chair in the image, and the person is sitting on it.",yes,yes,1,1,0
sample_000598,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000599,bus,Is there a bus in the image?,background,"No, there is no bus in the image. The image features a street with cars and traffic lights.","No, there is no bus in the image. The image features a street with cars and traffic lights.",no,no,0,0,0
sample_000600,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is parked on the street.",yes,yes,1,1,0
sample_000601,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located in the kitchen.","Yes, there is a chair in the image, which is located next to the kitchen counter.",yes,yes,1,1,0
sample_000602,bench,Is there a bench in the image?,background,"Yes, there is a bench in the image, and a group of people is sitting on it.","Yes, there is a bench in the image, and it is located next to a table where people are sitting.",yes,yes,1,1,0
sample_000603,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000604,chair,Is there a chair in the image?,background,"No, there is no chair in the image. The image shows a living room with a couch and a bookshelf.","Yes, there is a chair in the image, located in the corner of the room.",no,yes,0,1,1
sample_000605,car,Is there a car in the image?,background,"Yes, there is a car in the image, and the skateboarder is riding past it.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000606,chair,Is there a chair in the image?,background,"No, there is no chair in the image. The image features a young boy pulling a suitcase.","No, there is no chair in the image. The image features a young boy, a man, and a woman walking down a sidewalk.",no,no,0,0,0
sample_000607,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000610,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image, and a man is standing next to it.","Yes, there is a bicycle in the image, and a man is standing next to it.",yes,yes,1,1,0
sample_000611,bus,Is there a bus in the image?,background,"Yes, there is a bus in the image, and it is driving down a busy street.","Yes, there is a bus in the image, and it is driving down a busy street.",yes,yes,1,1,0
sample_000612,bicycle,Is there a bicycle in the image?,background,"Yes, there is a bicycle in the image, and a man is riding it down the road.","Yes, there is a bicycle in the image, and a person is riding it down the road.",yes,yes,1,1,0
sample_000614,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked on the side of the street.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000616,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, located in front of the television.","Yes, there is a chair in the image, located in front of the television.",yes,yes,1,1,0
sample_000617,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and the man is sitting in it.","Yes, there is a chair in the image, and the man is sitting in it.",yes,yes,1,1,0
sample_000618,cat,Is there a cat in the image?,background,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000619,chair,Is there a chair in the image?,background,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000620,car,Is there a car in the image?,background,"Yes, there is a car in the image, and it is parked next to a bus.","Yes, there is a car in the image, and it is parked in front of a building.",yes,yes,1,1,0
sample_000621,dog,Is there a dog in the image?,background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
