sample_id,target_object,prompt,uncertainty_condition,random_condition,uncertainty_text,random_text,uncertainty_answer_class,random_answer_class,uncertainty_hallucinated,random_hallucinated,paired_advantage
sample_000183,dog,Is there a dog in the image?,background,random_background,"No, there is no dog in the image. The image features a cat lying on a bed.","No, there is no dog in the image. The image features a cat lying on a bed.",no,no,0,0,0
sample_000184,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, and the cat is sitting on top of it.","Yes, there is a chair in the image, and the cat is sitting on top of it.",yes,yes,1,1,0
sample_000185,bus,Is there a bus in the image?,background,random_background,"No, there is no bus in the image. The image features people standing under umbrellas on a street.","No, there is no bus in the image. The image features people standing under umbrellas on a street.",no,no,0,0,0
sample_000186,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000187,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, which is located next to the couch.","Yes, there is a chair in the image, located next to the couch.",yes,yes,1,1,0
sample_000188,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is driving down a street.","Yes, there is a bus in the image, and it is blurry.",yes,yes,1,1,0
sample_000189,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000190,bottle,Is there a bottle in the image?,background,random_background,"Yes, there is a bottle in the image, which is placed next to the sandwich.","Yes, there is a bottle in the image, which is placed next to the sandwich.",yes,yes,1,1,0
sample_000191,bus,Is there a bus in the image?,background,random_background,"No, there is no bus in the image. The image features a car and a motorcycle.","No, there is no bus in the image. The image features a motorcycle and a car on a street.",no,no,0,0,0
sample_000192,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, parked next to the motorcycle.","Yes, there is a bus in the image, parked next to the motorcycle.",yes,yes,1,1,0
sample_000193,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image, and a person is sitting on it.","Yes, there is a bench in the image, and a person is sitting on it.",yes,yes,1,1,0
sample_000194,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, located next to the desk.","Yes, there is a chair in the image, and it is positioned in front of the desk.",yes,yes,1,1,0
sample_000195,bus,Is there a bus in the image?,background,random_background,"No, there is no bus in the image. The image features a red truck driving down a road.","No, there is no bus in the image. The image features a truck driving down a road.",no,no,0,0,0
sample_000196,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and the man and the child are riding on the back of it.","Yes, there is a car in the image, and the man and the child are riding on the back of it.",yes,yes,1,1,0
sample_000197,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image, located next to a wall and a tree.","Yes, there is a bench in the image, located next to a wall and a tree.",yes,yes,1,1,0
sample_000198,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000199,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000200,bus,Is there a bus in the image?,background,random_background,"Yes, there is a bus in the image, and it is parked on the side of the road.","Yes, there is a bus in the image, and it is parked on the side of the road.",yes,yes,1,1,0
sample_000201,cat,Is there a cat in the image?,background,random_background,"No, there is no cat in the image. The image features a car, specifically the back of a car, with a person inside.","No, there is no cat in the image. The image features a car, not a cat.",no,no,0,0,0
sample_000202,bicycle,Is there a bicycle in the image?,background,random_background,"Yes, there is a bicycle in the image, and it is parked in front of a house.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000203,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, which is located in the middle of the room.","Yes, there is a chair in the image, which is located in the living room.",yes,yes,1,1,0
sample_000204,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000205,cat,Is there a cat in the image?,background,random_background,"No, there is no cat in the image. The image features a pair of shoes and a wall.","No, there is no cat in the image. The image features a pair of shoes and a wall.",no,no,0,0,0
sample_000206,car,Is there a car in the image?,background,random_background,"Yes, there is a car in the image, and it is partially visible through a window.","Yes, there is a car in the image, and it is partially visible through a window.",yes,yes,1,1,0
sample_000207,dog,Is there a dog in the image?,background,random_background,"Yes, there is a dog in the image. It is a small dog, and it is laying on top of a book.","Yes, there is a dog in the image. It is a stuffed dog.",yes,yes,1,1,0
sample_000208,cat,Is there a cat in the image?,background,random_background,"No, there is no cat in the image. The image features a laptop computer sitting on a wooden floor.","No, there is no cat in the image. The image features a laptop computer sitting on a table.",no,no,0,0,0
sample_000209,chair,Is there a chair in the image?,background,random_background,"Yes, there is a chair in the image, and it is positioned in front of a television.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000210,bicycle,Is there a bicycle in the image?,background,random_background,"No, there is no bicycle in the image. The image features a door with a wooden frame and a brick wall.","No, there is no bicycle in the image. The image features a doorway with a wooden door and a brick wall.",no,no,0,0,0
sample_000211,cat,Is there a cat in the image?,background,random_background,"No, there is no cat in the image. The image features a blue ball, a red pen, and a piece of paper on a table.","No, there is no cat in the image. The image features a blue ball on a table.",no,no,0,0,0
sample_000212,bench,Is there a bench in the image?,background,random_background,"Yes, there is a bench in the image, and the person is sitting on it.","Yes, there is a bench in the image, and an elderly woman is sitting on it.",yes,yes,1,1,0
sample_000213,dog,Is there a dog in the image?,background,random_background,"No, there is no dog in the image. The image features a stove top oven with a door open.","No, there is no dog in the image. The image features a stove top oven with a light on inside.",no,no,0,0,0
